"aar","valgtype","sted_type","sted_navn","overordnet_navn","parti_kode","parti_navn","mandater_antall","mandater_endring"
"2023","ko","kommune","Sokndal","Rogaland","H","Høyre",2,0
"2023","ko","kommune","Sokndal","Rogaland","FRP","Fremskrittspartiet",3,1
"2023","ko","kommune","Sokndal","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Sokndal","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Sokndal","Rogaland","Andre2","Andre2",0,-3
"2023","ko","kommune","Lund","Rogaland","A","Arbeiderpartiet",3,-1
"2023","ko","kommune","Lund","Rogaland","SP","Senterpartiet",4,-1
"2023","ko","kommune","Lund","Rogaland","KRF","Kristelig Folkeparti",6,2
"2023","ko","kommune","Lund","Rogaland","V","Venstre",0,-1
"2023","ko","kommune","Lund","Rogaland","H","Høyre",5,1
"2023","ko","kommune","Lund","Rogaland","FRP","Fremskrittspartiet",3,0
"2023","ko","kommune","Lund","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Lund","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Lund","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Bjerkreim","Rogaland","A","Arbeiderpartiet",2,0
"2023","ko","kommune","Bjerkreim","Rogaland","SP","Senterpartiet",3,-3
"2023","ko","kommune","Bjerkreim","Rogaland","KRF","Kristelig Folkeparti",4,0
"2023","ko","kommune","Bjerkreim","Rogaland","H","Høyre",4,0
"2023","ko","kommune","Bjerkreim","Rogaland","FRP","Fremskrittspartiet",1,1
"2023","ko","kommune","Bjerkreim","Rogaland","BJBYGD","Bjerkreim Bygdeliste",3,3
"2023","ko","kommune","Bjerkreim","Rogaland","BJLISTA","Bjerkreimlista",0,0
"2023","ko","kommune","Bjerkreim","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Bjerkreim","Rogaland","Andre","Andre",3,3
"2023","ko","kommune","Bjerkreim","Rogaland","Andre2","Andre2",0,-1
"2023","ko","kommune","Hå","Rogaland","A","Arbeiderpartiet",2,-1
"2023","ko","kommune","Hå","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Hå","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Hå","Rogaland","SP","Senterpartiet",3,-2
"2023","ko","kommune","Hå","Rogaland","KRF","Kristelig Folkeparti",8,1
"2023","ko","kommune","Hå","Rogaland","V","Venstre",0,0
"2023","ko","kommune","Hå","Rogaland","H","Høyre",7,2
"2023","ko","kommune","Hå","Rogaland","FRP","Fremskrittspartiet",6,3
"2023","ko","kommune","Hå","Rogaland","INP","Industri- og Næringspartiet",1,1
"2023","ko","kommune","Hå","Rogaland","KRISTNE","Konservativt",1,1
"2023","ko","kommune","Hå","Rogaland","LIBS","Liberalistene",0,0
"2023","ko","kommune","Hå","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Hå","Rogaland","HL","Hå-lista",4,-5
"2023","ko","kommune","Hå","Rogaland","Andre","Andre",6,-3
"2023","ko","kommune","Hå","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Klepp","Rogaland","A","Arbeiderpartiet",3,-1
"2023","ko","kommune","Klepp","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Klepp","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Klepp","Rogaland","SP","Senterpartiet",3,-2
"2023","ko","kommune","Klepp","Rogaland","KRF","Kristelig Folkeparti",4,0
"2023","ko","kommune","Klepp","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Klepp","Rogaland","V","Venstre",2,2
"2023","ko","kommune","Klepp","Rogaland","H","Høyre",7,0
"2023","ko","kommune","Klepp","Rogaland","FRP","Fremskrittspartiet",9,2
"2023","ko","kommune","Klepp","Rogaland","DEMN","Norgesdemokratene",0,0
"2023","ko","kommune","Klepp","Rogaland","INP","Industri- og Næringspartiet",2,2
"2023","ko","kommune","Klepp","Rogaland","LIBS","Liberalistene",0,0
"2023","ko","kommune","Klepp","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Klepp","Rogaland","Andre","Andre",2,2
"2023","ko","kommune","Klepp","Rogaland","Andre2","Andre2",0,-2
"2023","ko","kommune","Time","Rogaland","A","Arbeiderpartiet",3,-2
"2023","ko","kommune","Time","Rogaland","SV","SV - Sosialistisk Venstreparti",2,0
"2023","ko","kommune","Time","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Time","Rogaland","SP","Senterpartiet",4,-1
"2023","ko","kommune","Time","Rogaland","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Time","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Time","Rogaland","V","Venstre",1,0
"2023","ko","kommune","Time","Rogaland","H","Høyre",10,3
"2023","ko","kommune","Time","Rogaland","FRP","Fremskrittspartiet",3,0
"2023","ko","kommune","Time","Rogaland","DEMN","Norgesdemokratene",0,0
"2023","ko","kommune","Time","Rogaland","INP","Industri- og Næringspartiet",1,1
"2023","ko","kommune","Time","Rogaland","LIBS","Liberalistene",0,0
"2023","ko","kommune","Time","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Time","Rogaland","Andre","Andre",1,1
"2023","ko","kommune","Time","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Gjesdal","Rogaland","A","Arbeiderpartiet",7,-3
"2023","ko","kommune","Gjesdal","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Gjesdal","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Gjesdal","Rogaland","SP","Senterpartiet",3,-1
"2023","ko","kommune","Gjesdal","Rogaland","KRF","Kristelig Folkeparti",4,0
"2023","ko","kommune","Gjesdal","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Gjesdal","Rogaland","V","Venstre",0,0
"2023","ko","kommune","Gjesdal","Rogaland","H","Høyre",6,3
"2023","ko","kommune","Gjesdal","Rogaland","FRP","Fremskrittspartiet",4,0
"2023","ko","kommune","Gjesdal","Rogaland","INP","Industri- og Næringspartiet",2,2
"2023","ko","kommune","Gjesdal","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Gjesdal","Rogaland","Andre","Andre",2,2
"2023","ko","kommune","Gjesdal","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Sola","Rogaland","A","Arbeiderpartiet",5,-2
"2023","ko","kommune","Sola","Rogaland","SV","SV - Sosialistisk Venstreparti",2,0
"2023","ko","kommune","Sola","Rogaland","RØDT","Rødt",1,1
"2023","ko","kommune","Sola","Rogaland","SP","Senterpartiet",2,-2
"2023","ko","kommune","Sola","Rogaland","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Sola","Rogaland","MDG","Miljøpartiet De Grønne",1,0
"2023","ko","kommune","Sola","Rogaland","V","Venstre",1,0
"2023","ko","kommune","Sola","Rogaland","H","Høyre",15,3
"2023","ko","kommune","Sola","Rogaland","FRP","Fremskrittspartiet",9,2
"2023","ko","kommune","Sola","Rogaland","FNB","Folkets Parti",0,-4
"2023","ko","kommune","Sola","Rogaland","INP","Industri- og Næringspartiet",2,2
"2023","ko","kommune","Sola","Rogaland","LIBS","Liberalistene",0,0
"2023","ko","kommune","Sola","Rogaland","PS","Partiet Sentrum",0,0
"2023","ko","kommune","Sola","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Sola","Rogaland","Andre","Andre",2,-2
"2023","ko","kommune","Sola","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Randaberg","Rogaland","A","Arbeiderpartiet",4,-3
"2023","ko","kommune","Randaberg","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Randaberg","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Randaberg","Rogaland","SP","Senterpartiet",6,2
"2023","ko","kommune","Randaberg","Rogaland","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Randaberg","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Randaberg","Rogaland","V","Venstre",2,1
"2023","ko","kommune","Randaberg","Rogaland","H","Høyre",6,0
"2023","ko","kommune","Randaberg","Rogaland","FRP","Fremskrittspartiet",4,0
"2023","ko","kommune","Randaberg","Rogaland","INP","Industri- og Næringspartiet",1,1
"2023","ko","kommune","Randaberg","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Randaberg","Rogaland","Andre","Andre",1,1
"2023","ko","kommune","Randaberg","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Strand","Rogaland","A","Arbeiderpartiet",4,0
"2023","ko","kommune","Strand","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Strand","Rogaland","RØDT","Rødt",1,0
"2023","ko","kommune","Strand","Rogaland","SP","Senterpartiet",3,-1
"2023","ko","kommune","Strand","Rogaland","KRF","Kristelig Folkeparti",4,0
"2023","ko","kommune","Strand","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Strand","Rogaland","V","Venstre",1,0
"2023","ko","kommune","Strand","Rogaland","H","Høyre",9,-1
"2023","ko","kommune","Strand","Rogaland","FRP","Fremskrittspartiet",3,1
"2023","ko","kommune","Strand","Rogaland","INP","Industri- og Næringspartiet",3,3
"2023","ko","kommune","Strand","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Strand","Rogaland","Andre","Andre",3,3
"2023","ko","kommune","Strand","Rogaland","Andre2","Andre2",0,-1
"2023","ko","kommune","Hjelmeland","Rogaland","A","Arbeiderpartiet",2,0
"2023","ko","kommune","Hjelmeland","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Hjelmeland","Rogaland","SP","Senterpartiet",9,0
"2023","ko","kommune","Hjelmeland","Rogaland","KRF","Kristelig Folkeparti",2,0
"2023","ko","kommune","Hjelmeland","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Hjelmeland","Rogaland","H","Høyre",5,1
"2023","ko","kommune","Hjelmeland","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Hjelmeland","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Hjelmeland","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Suldal","Rogaland","A","Arbeiderpartiet",6,3
"2023","ko","kommune","Suldal","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Suldal","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Suldal","Rogaland","SP","Senterpartiet",6,-2
"2023","ko","kommune","Suldal","Rogaland","KRF","Kristelig Folkeparti",2,-1
"2023","ko","kommune","Suldal","Rogaland","MDG","Miljøpartiet De Grønne",0,-1
"2023","ko","kommune","Suldal","Rogaland","V","Venstre",2,1
"2023","ko","kommune","Suldal","Rogaland","H","Høyre",2,0
"2023","ko","kommune","Suldal","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Suldal","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Suldal","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Sauda","Rogaland","A","Arbeiderpartiet",5,1
"2023","ko","kommune","Sauda","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Sauda","Rogaland","RØDT","Rødt",2,2
"2023","ko","kommune","Sauda","Rogaland","SP","Senterpartiet",5,-6
"2023","ko","kommune","Sauda","Rogaland","KRF","Kristelig Folkeparti",1,0
"2023","ko","kommune","Sauda","Rogaland","H","Høyre",5,3
"2023","ko","kommune","Sauda","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Sauda","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Sauda","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Kvitsøy","Rogaland","H","Høyre",4,4
"2023","ko","kommune","Kvitsøy","Rogaland","FRP","Fremskrittspartiet",1,-2
"2023","ko","kommune","Kvitsøy","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Kvitsøy","Rogaland","BYGKV","Bygdelisten",5,5
"2023","ko","kommune","Kvitsøy","Rogaland","KRFTP","KrF/Tverrpolitisk",5,5
"2023","ko","kommune","Kvitsøy","Rogaland","Andre","Andre",10,10
"2023","ko","kommune","Kvitsøy","Rogaland","Andre2","Andre2",0,-12
"2023","ko","kommune","Bokn","Rogaland","A","Arbeiderpartiet",4,-1
"2023","ko","kommune","Bokn","Rogaland","SP","Senterpartiet",6,-1
"2023","ko","kommune","Bokn","Rogaland","KRF","Kristelig Folkeparti",1,0
"2023","ko","kommune","Bokn","Rogaland","H","Høyre",6,2
"2023","ko","kommune","Bokn","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Bokn","Rogaland","Andre","Andre",0,0
"2023","ko","kommune","Bokn","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Tysvær","Rogaland","A","Arbeiderpartiet",5,-4
"2023","ko","kommune","Tysvær","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Tysvær","Rogaland","RØDT","Rødt",0,0
"2023","ko","kommune","Tysvær","Rogaland","SP","Senterpartiet",4,-2
"2023","ko","kommune","Tysvær","Rogaland","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Tysvær","Rogaland","MDG","Miljøpartiet De Grønne",0,0
"2023","ko","kommune","Tysvær","Rogaland","V","Venstre",1,0
"2023","ko","kommune","Tysvær","Rogaland","H","Høyre",6,0
"2023","ko","kommune","Tysvær","Rogaland","FRP","Fremskrittspartiet",5,2
"2023","ko","kommune","Tysvær","Rogaland","DEMN","Norgesdemokratene",1,1
"2023","ko","kommune","Tysvær","Rogaland","INP","Industri- og Næringspartiet",3,3
"2023","ko","kommune","Tysvær","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Tysvær","Rogaland","Andre","Andre",4,4
"2023","ko","kommune","Tysvær","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Karmøy","Rogaland","A","Arbeiderpartiet",7,-3
"2023","ko","kommune","Karmøy","Rogaland","SV","SV - Sosialistisk Venstreparti",2,0
"2023","ko","kommune","Karmøy","Rogaland","RØDT","Rødt",1,1
"2023","ko","kommune","Karmøy","Rogaland","SP","Senterpartiet",2,-2
"2023","ko","kommune","Karmøy","Rogaland","KRF","Kristelig Folkeparti",5,0
"2023","ko","kommune","Karmøy","Rogaland","MDG","Miljøpartiet De Grønne",1,-1
"2023","ko","kommune","Karmøy","Rogaland","V","Venstre",1,0
"2023","ko","kommune","Karmøy","Rogaland","H","Høyre",6,-3
"2023","ko","kommune","Karmøy","Rogaland","FRP","Fremskrittspartiet",9,3
"2023","ko","kommune","Karmøy","Rogaland","DEMN","Norgesdemokratene",0,0
"2023","ko","kommune","Karmøy","Rogaland","INP","Industri- og Næringspartiet",4,4
"2023","ko","kommune","Karmøy","Rogaland","KRISTNE","Konservativt",0,0
"2023","ko","kommune","Karmøy","Rogaland","LIBS","Liberalistene",0,0
"2023","ko","kommune","Karmøy","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Karmøy","Rogaland","KARLI","Karmøylista",7,1
"2023","ko","kommune","Karmøy","Rogaland","Andre","Andre",11,5
"2023","ko","kommune","Karmøy","Rogaland","Andre2","Andre2",0,0
"2023","ko","kommune","Utsira","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Utsira","Rogaland","UL","Utsiralista",8,8
"2023","ko","kommune","Utsira","Rogaland","UTB","Utsira Bygdeliste",3,3
"2023","ko","kommune","Utsira","Rogaland","Andre","Andre",11,11
"2023","ko","kommune","Utsira","Rogaland","Andre2","Andre2",0,-11
"2023","ko","kommune","Vindafjord","Rogaland","A","Arbeiderpartiet",2,-1
"2023","ko","kommune","Vindafjord","Rogaland","SV","SV - Sosialistisk Venstreparti",1,0
"2023","ko","kommune","Vindafjord","Rogaland","SP","Senterpartiet",8,-1
"2023","ko","kommune","Vindafjord","Rogaland","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Vindafjord","Rogaland","H","Høyre",5,0
"2023","ko","kommune","Vindafjord","Rogaland","FRP","Fremskrittspartiet",3,1
"2023","ko","kommune","Vindafjord","Rogaland","DEMN","Norgesdemokratene",0,0
"2023","ko","kommune","Vindafjord","Rogaland","BLANKE","Blanke",0,0
"2023","ko","kommune","Vindafjord","Rogaland","VILI","Vindafjordlista",3,3
"2023","ko","kommune","Vindafjord","Rogaland","Andre","Andre",3,3
"2023","ko","kommune","Vindafjord","Rogaland","Andre2","Andre2",0,-2
"2023","ko","kommune","Kristiansund","Møre og Romsdal","A","Arbeiderpartiet",10,-6
"2023","ko","kommune","Kristiansund","Møre og Romsdal","SV","SV - Sosialistisk Venstreparti",2,1
"2023","ko","kommune","Kristiansund","Møre og Romsdal","RØDT","Rødt",3,-1
"2023","ko","kommune","Kristiansund","Møre og Romsdal","SP","Senterpartiet",3,-5
"2023","ko","kommune","Kristiansund","Møre og Romsdal","MDG","Miljøpartiet De Grønne",1,-1
"2023","ko","kommune","Kristiansund","Møre og Romsdal","V","Venstre",10,8
"2023","ko","kommune","Kristiansund","Møre og Romsdal","H","Høyre",3,1
"2023","ko","kommune","Kristiansund","Møre og Romsdal","FRP","Fremskrittspartiet",5,3
"2023","ko","kommune","Kristiansund","Møre og Romsdal","INP","Industri- og Næringspartiet",3,3
"2023","ko","kommune","Kristiansund","Møre og Romsdal","LIBS","Liberalistene",0,0
"2023","ko","kommune","Kristiansund","Møre og Romsdal","BLANKE","Blanke",0,0
"2023","ko","kommune","Kristiansund","Møre og Romsdal","NORM","Nordmørslista",5,-3
"2023","ko","kommune","Kristiansund","Møre og Romsdal","Andre","Andre",8,0
"2023","ko","kommune","Kristiansund","Møre og Romsdal","Andre2","Andre2",0,0
"2023","ko","kommune","Molde","Møre og Romsdal","A","Arbeiderpartiet",7,-1
"2023","ko","kommune","Molde","Møre og Romsdal","SV","SV - Sosialistisk Venstreparti",5,-3
"2023","ko","kommune","Molde","Møre og Romsdal","RØDT","Rødt",2,1
"2023","ko","kommune","Molde","Møre og Romsdal","SP","Senterpartiet",4,-6
"2023","ko","kommune","Molde","Møre og Romsdal","KRF","Kristelig Folkeparti",3,0
"2023","ko","kommune","Molde","Møre og Romsdal","MDG","Miljøpartiet De Grønne",3,-2
"2023","ko","kommune","Molde","Møre og Romsdal","V","Venstre",2,0
"2023","ko","kommune","Molde","Møre og Romsdal","H","Høyre",15,0
"2023","ko","kommune","Molde","Møre og Romsdal","FRP","Fremskrittspartiet",7,0
"2023","ko","kommune","Molde","Møre og Romsdal","INP","Industri- og Næringspartiet",1,1
"2023","ko","kommune","Molde","Møre og Romsdal","KRISTNE","Konservativt",0,0
"2023","ko","kommune","Molde","Møre og Romsdal","LIBS","Liberalistene",0,0
"2023","ko","kommune","Molde","Møre og Romsdal","BLANKE","Blanke",0,0
"2023","ko","kommune","Molde","Møre og Romsdal","Andre","Andre",1,1
"2023","ko","kommune","Molde","Møre og Romsdal","Andre2","Andre2",0,0
"2023","ko","kommune","Ålesund","Møre og Romsdal","A","Arbeiderpartiet",7,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","SV","SV - Sosialistisk Venstreparti",2,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","RØDT","Rødt",1,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","SP","Senterpartiet",1,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","KRF","Kristelig Folkeparti",2,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","MDG","Miljøpartiet De Grønne",1,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","V","Venstre",1,NA
"2023","ko","kommune","Ålesund","Møre og Romsdal","H","Høyre",11,NA
