"aar","valgtype","fylke_navn","kommune_navn","valgkrets_navn","valgkrets_nr","parti_kode","parti_navn","parti_kategori","stemmer_prosent","stemmer_antall","stemmer_fhs"
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","A","Arbeiderpartiet",1,35.88351,727,676
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","SV","Sosialistisk Venstreparti",1,2.91214,59,51
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","RØDT","Rødt",1,2.17177,44,41
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","SP","Senterpartiet",1,3.15893,64,57
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","KRF","Kristelig Folkeparti",1,6.02172,122,112
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","MDG","Miljøpartiet De Grønne",1,4.7384,96,89
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","V","Venstre",1,3.99803,81,73
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","H","Høyre",1,28.52912,578,543
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","FRP","Fremskrittspartiet",1,8.83514,179,166
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","DEMN","Demokratene i Norge",2,0.24679,5,5
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","KYST","Kystpartiet",2,0.14808,3,2
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","PIR","Piratpartiet",2,0.64166,13,8
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","PP","Pensjonistpartiet",2,1.7769,36,36
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","BLANKE","Blanke",3,1.62883,33,26
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","KRISTNE","Partiet De Kristne",3,0.93781,19,18
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","Andre","Andre",0,3.75123,76,69
"2015","fy","Østfold","Halden","Uoppgitt krets","0000","Andre2","Andre2",0,0,0,0
"2015","fy","Østfold","Halden","Halden","0001","A","Arbeiderpartiet",1,34.08278,667,0
"2015","fy","Østfold","Halden","Halden","0001","SV","Sosialistisk Venstreparti",1,3.32141,65,0
"2015","fy","Østfold","Halden","Halden","0001","RØDT","Rødt",1,3.8835,76,0
