"region","nivå","kjønn","statistikkvariabel","år","antall"
"Tysnes","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.6
"Tysnes","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",96
"Tysnes","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4
"Kvinnherad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",10738
"Kvinnherad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Kvinnherad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",5021
"Kvinnherad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.9
"Kvinnherad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",2201
"Kvinnherad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.6
"Kvinnherad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",445
"Kvinnherad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.2
"Ullensvang","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",9214
"Ullensvang","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Ullensvang","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",4572
"Ullensvang","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",49.8
"Ullensvang","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1887
"Ullensvang","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.6
"Ullensvang","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",486
"Ullensvang","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.3
"Eidfjord","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",762
"Eidfjord","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Eidfjord","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",349
"Eidfjord","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",45.9
"Eidfjord","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",165
"Eidfjord","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.7
"Eidfjord","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",33
"Eidfjord","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.3
"Ulvik","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",884
"Ulvik","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Ulvik","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",388
"Ulvik","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",44
"Ulvik","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",197
"Ulvik","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.3
"Ulvik","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",68
"Ulvik","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.7
"Voss","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",12971
"Voss","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Voss","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",5747
"Voss","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",44.4
"Voss","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",3063
"Voss","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.7
"Voss","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",923
"Voss","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.1
"Kvam","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",6948
"Kvam","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Kvam","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",3237
"Kvam","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.7
"Kvam","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1528
"Kvam","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.1
"Kvam","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",412
"Kvam","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.9
"Samnanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2046
"Samnanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Samnanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",946
"Samnanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.5
"Samnanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",416
"Samnanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.5
"Samnanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",96
"Samnanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.7
"Bjørnafjorden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",19877
"Bjørnafjorden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Bjørnafjorden","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",8071
"Bjørnafjorden","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",40.8
"Bjørnafjorden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",4737
"Bjørnafjorden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.9
"Bjørnafjorden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1427
"Bjørnafjorden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.2
"Austevoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4114
"Austevoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Austevoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1780
"Austevoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.4
"Austevoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",821
"Austevoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20
"Austevoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",206
"Austevoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5
"Øygarden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",30727
"Øygarden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Øygarden","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",12931
"Øygarden","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",42.3
"Øygarden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",6304
"Øygarden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.6
"Øygarden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1672
"Øygarden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.5
"Askøy","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",23120
"Askøy","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Askøy","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",9244
"Askøy","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",40.2
"Askøy","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",5408
"Askøy","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.5
"Askøy","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1646
"Askøy","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.2
"Vaksdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",3218
"Vaksdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Vaksdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1453
"Vaksdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",45.3
"Vaksdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",585
"Vaksdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",18.2
"Vaksdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",146
"Vaksdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.5
"Modalen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",303
"Modalen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Modalen","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",141
"Modalen","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.7
"Modalen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",60
"Modalen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",19.9
"Modalen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",15
"Modalen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5
"Osterøy","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",6566
"Osterøy","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Osterøy","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",3024
"Osterøy","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.2
"Osterøy","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1158
"Osterøy","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17.7
"Osterøy","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",297
"Osterøy","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.5
"Alver","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",23543
"Alver","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Alver","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",10535
"Alver","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",44.9
"Alver","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",4841
"Alver","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20.6
"Alver","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1209
"Alver","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.2
"Austrheim","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2371
"Austrheim","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Austrheim","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1160
"Austrheim","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",49.2
"Austrheim","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",371
"Austrheim","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",15.7
"Austrheim","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",96
"Austrheim","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.1
"Fedje","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",432
"Fedje","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Fedje","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",184
"Fedje","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43
"Fedje","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",85
"Fedje","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",19.9
"Fedje","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",20
"Fedje","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.7
"Masfjorden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1346
"Masfjorden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Masfjorden","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",649
"Masfjorden","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",48.5
"Masfjorden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",216
"Masfjorden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",16.1
"Masfjorden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",57
"Masfjorden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.3
"Gulen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1880
"Gulen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Gulen","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",880
"Gulen","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46.9
"Gulen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",375
"Gulen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",20
"Gulen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",74
"Gulen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.9
"Solund","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",669
"Solund","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Solund","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",303
"Solund","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",45.4
"Solund","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",124
"Solund","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",18.6
"Solund","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",23
"Solund","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.4
"Hyllestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1125
"Hyllestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Hyllestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",578
"Hyllestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",51.7
"Hyllestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",197
"Hyllestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17.6
"Hyllestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",36
"Hyllestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.2
"Høyanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",3409
"Høyanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Høyanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1701
"Høyanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",50
"Høyanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",604
"Høyanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17.8
"Høyanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",162
"Høyanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.8
"Vik","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2144
"Vik","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Vik","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1037
"Vik","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",48.6
"Vik","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",413
"Vik","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",19.3
"Vik","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",128
"Vik","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6
"Sogndal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",9805
"Sogndal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Sogndal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",3657
"Sogndal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37.5
"Sogndal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",2843
"Sogndal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",29.1
"Sogndal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1176
"Sogndal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",12
"Aurland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1513
"Aurland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Aurland","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",680
"Aurland","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",45.1
"Aurland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",332
"Aurland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22
"Aurland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",103
"Aurland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.8
"Lærdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1785
"Lærdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Lærdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",765
"Lærdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.1
"Lærdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",386
"Lærdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.7
"Lærdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",125
"Lærdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7
"Årdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4386
"Årdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Årdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",2278
"Årdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",52.1
"Årdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",799
"Årdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",18.3
"Årdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",205
"Årdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",4.7
"Luster","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4271
"Luster","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Luster","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1865
"Luster","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.8
"Luster","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1023
"Luster","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",24
"Luster","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",246
"Luster","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.8
"Askvoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2452
"Askvoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Askvoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1055
"Askvoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",43.1
"Askvoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",482
"Askvoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",19.7
"Askvoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",133
"Askvoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.4
"Fjaler","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2385
"Fjaler","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Fjaler","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",881
"Fjaler","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37.2
"Fjaler","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",512
"Fjaler","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.6
"Fjaler","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",154
"Fjaler","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.5
"Sunnfjord","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",17634
"Sunnfjord","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Sunnfjord","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",7176
"Sunnfjord","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",40.8
"Sunnfjord","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",4631
"Sunnfjord","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",26.3
"Sunnfjord","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1403
"Sunnfjord","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",8
"Bremanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",2990
"Bremanger","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Bremanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1401
"Bremanger","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",47.1
"Bremanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",528
"Bremanger","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",17.7
"Bremanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",98
"Bremanger","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",3.3
"Stad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",7742
"Stad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Stad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",3445
"Stad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",44.7
"Stad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1730
"Stad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.4
"Stad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",411
"Stad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.3
"Gloppen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4809
"Gloppen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Gloppen","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",2016
"Gloppen","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",42.1
"Gloppen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1213
"Gloppen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",25.3
"Gloppen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",363
"Gloppen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.6
"Stryn","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",5814
"Stryn","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Stryn","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",2665
"Stryn","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",46
"Stryn","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1268
"Stryn","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",21.9
"Stryn","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",300
"Stryn","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",5.2
"Bergen (1972-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Bergen (1972-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bergen (1972-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Bergen (1972-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bergen (1972-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Bergen (1972-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bergen (1972-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Bergen (1972-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etne (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Etne (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
