"region","nivå","kjønn","statistikkvariabel","år","antall"
"Hele landet","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",4448313
"Hele landet","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Hele landet","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",1624640
"Hele landet","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",36.7
"Hele landet","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",1105260
"Hele landet","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",25
"Hele landet","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",486113
"Hele landet","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",11
"Østfold","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Østfold","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Østfold","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Østfold","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østfold","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Østfold","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Halden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Halden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Halden","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Halden","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Halden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Halden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Halden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Halden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Moss","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Moss","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Moss","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Moss","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Moss","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Moss","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Moss","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Moss","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sarpsborg","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Sarpsborg","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sarpsborg","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Sarpsborg","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sarpsborg","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Sarpsborg","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sarpsborg","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Sarpsborg","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fredrikstad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Fredrikstad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fredrikstad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Fredrikstad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fredrikstad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Fredrikstad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fredrikstad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Fredrikstad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hvaler","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Hvaler","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hvaler","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Hvaler","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hvaler","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Hvaler","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hvaler","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Hvaler","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Råde","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Råde","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Råde","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Råde","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Råde","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Råde","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Råde","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Råde","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Østfold)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Østfold)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Østfold)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Østfold)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Østfold)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Østfold)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Østfold)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Østfold)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skiptvet","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Skiptvet","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skiptvet","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Skiptvet","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skiptvet","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Skiptvet","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skiptvet","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Skiptvet","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Indre Østfold","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Indre Østfold","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Indre Østfold","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Indre Østfold","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Indre Østfold","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Indre Østfold","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Indre Østfold","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Indre Østfold","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rakkestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Rakkestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rakkestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Rakkestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rakkestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Rakkestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rakkestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Rakkestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Marker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Marker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Marker","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Marker","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Marker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Marker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Marker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Marker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aremark","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Aremark","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aremark","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Aremark","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aremark","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Aremark","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aremark","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Aremark","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Akershus","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Akershus","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Akershus","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Akershus","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Akershus","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Akershus","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Akershus","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Akershus","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bærum","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Bærum","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bærum","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Bærum","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bærum","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Bærum","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bærum","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Bærum","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Asker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Asker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Asker","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Asker","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Asker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Asker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Asker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Asker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillestrøm","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lillestrøm","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillestrøm","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lillestrøm","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillestrøm","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lillestrøm","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillestrøm","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lillestrøm","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Follo","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Follo","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Follo","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Follo","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Follo","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Follo","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Follo","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Follo","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensaker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ullensaker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensaker","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ullensaker","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensaker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ullensaker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensaker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ullensaker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nesodden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nesodden","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nesodden","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nesodden","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nesodden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nesodden","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nesodden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nesodden","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Frogn","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Frogn","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Frogn","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Frogn","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Frogn","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Frogn","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Frogn","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Frogn","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestby","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Vestby","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestby","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Vestby","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestby","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Vestby","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestby","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Vestby","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ås","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ås","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ås","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ås","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ås","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ås","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ås","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ås","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Enebakk","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Enebakk","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Enebakk","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Enebakk","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Enebakk","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Enebakk","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Enebakk","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Enebakk","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lørenskog","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lørenskog","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lørenskog","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lørenskog","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lørenskog","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lørenskog","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lørenskog","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lørenskog","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rælingen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Rælingen","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rælingen","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Rælingen","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rælingen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Rælingen","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rælingen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Rælingen","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aurskog-Høland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Aurskog-Høland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aurskog-Høland","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Aurskog-Høland","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aurskog-Høland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Aurskog-Høland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Aurskog-Høland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Aurskog-Høland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nes","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nes","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nes","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nes","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nes","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nes","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nes","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nes","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjerdrum","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Gjerdrum","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjerdrum","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Gjerdrum","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjerdrum","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Gjerdrum","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjerdrum","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Gjerdrum","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nittedal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nittedal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nittedal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nittedal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nittedal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nittedal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nittedal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nittedal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lunner","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lunner","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lunner","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lunner","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nannestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nannestad","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nannestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nannestad","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nannestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nannestad","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nannestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nannestad","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidsvoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Eidsvoll","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidsvoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Eidsvoll","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidsvoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Eidsvoll","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidsvoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Eidsvoll","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hurdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Hurdal","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hurdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Hurdal","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hurdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Hurdal","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Hurdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Hurdal","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Viken (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",1029640
"Viken (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Viken (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",373069
"Viken (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",36.4
"Viken (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",252686
"Viken (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",24.7
"Viken (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",107197
"Viken (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",10.5
